user_id,event_date,event_name,plan,day_since_signup
U0004,2024-02-10,view_product,basic,7
U0004,2024-02-11,checkout,basic,8
U0004,2024-02-11,checkout,basic,8
U0004,2024-02-13,search_product,basic,10
U0004,2024-02-13,search_product,basic,10
U0004,2024-02-13,search_product,basic,10
U0004,2024-02-13,search_product,basic,10
U0004,2024-02-14,search_product,basic,11
U0004,2024-02-16,app_open,basic,13
U0004,2024-02-18,app_open,basic,15
U0004,2024-02-19,app_open,basic,16
U0004,2024-02-19,search_product,basic,16
U0004,2024-02-19,search_product,basic,16
U0004,2024-02-19,view_product,basic,16
U0004,2024-02-19,view_product,basic,16
U0004,2024-02-20,app_open,basic,17
U0004,2024-02-20,view_product,basic,17
U0004,2024-02-20,view_recommendation,basic,17
U0004,2024-02-20,view_recommendation,basic,17
U0004,2024-02-21,search_product,basic,18
U0004,2024-02-21,search_product,basic,18
U0004,2024-02-21,search_product,basic,18
U0004,2024-02-21,search_product,basic,18
U0004,2024-02-21,search_product,basic,18
U0004,2024-02-21,payment_complete,basic,18
U0004,2024-02-21,payment_complete,basic,18
U0004,2024-02-22,app_open,basic,19
U0004,2024-02-22,app_open,basic,19
U0004,2024-02-22,app_open,basic,19
U0004,2024-02-22,view_product,basic,19
U0004,2024-02-22,view_product,basic,19
U0004,2024-02-22,view_product,basic,19
U0004,2024-02-22,checkout,basic,19
U0004,2024-02-22,view_recommendation,basic,19
U0004,2024-02-22,view_recommendation,basic,19
U0004,2024-02-23,app_open,basic,20
U0004,2024-02-23,app_open,basic,20
U0004,2024-02-23,invite_friend,basic,20
U0004,2024-02-23,invite_friend,basic,20
U0004,2024-02-23,invite_friend,basic,20
U0004,2024-02-23,invite_friend,basic,20
U0004,2024-02-24,add_to_cart,basic,21
U0004,2024-02-24,add_to_cart,basic,21
U0004,2024-02-24,view_recommendation,basic,21
U0004,2024-02-26,add_to_cart,basic,23
U0004,2024-02-27,view_product,basic,24
U0004,2024-02-27,view_product,basic,24
U0004,2024-02-27,add_to_cart,basic,24
U0004,2024-02-27,add_to_cart,basic,24
U0004,2024-02-27,add_to_cart,basic,24
U0004,2024-02-27,checkout,basic,24
U0004,2024-02-28,app_open,basic,25
U0004,2024-02-28,use_voucher,basic,25
U0004,2024-02-28,use_voucher,basic,25
U0004,2024-02-28,use_voucher,basic,25
U0004,2024-03-02,app_open,basic,28
U0004,2024-03-02,view_product,basic,28
U0004,2024-03-02,view_product,basic,28
U0004,2024-03-02,view_product,basic,28
U0004,2024-03-02,view_product,basic,28
U0004,2024-03-02,write_review,basic,28
U0004,2024-03-03,search_product,basic,29
U0004,2024-03-05,checkout,basic,31
U0004,2024-03-07,app_open,basic,33
U0004,2024-03-07,app_open,basic,33
U0004,2024-03-07,app_open,basic,33
U0004,2024-03-07,app_open,basic,33
U0004,2024-03-12,search_product,basic,38
U0004,2024-03-12,view_product,basic,38
U0004,2024-03-12,view_product,basic,38
U0004,2024-03-14,app_open,basic,40
U0004,2024-03-14,app_open,basic,40
U0004,2024-03-14,view_product,basic,40
U0004,2024-03-14,view_product,basic,40
U0004,2024-03-16,app_open,basic,42
U0004,2024-03-16,app_open,basic,42
U0004,2024-03-16,search_product,basic,42
U0004,2024-03-17,app_open,basic,43
U0004,2024-03-17,app_open,basic,43
U0004,2024-03-17,app_open,basic,43
U0004,2024-03-17,search_product,basic,43
U0004,2024-03-17,view_product,basic,43
U0004,2024-03-17,add_to_cart,basic,43
U0004,2024-03-17,add_to_cart,basic,43
U0004,2024-03-17,add_to_cart,basic,43
U0004,2024-03-17,add_to_cart,basic,43
U0004,2024-03-17,checkout,basic,43
U0004,2024-03-17,use_voucher,basic,43
U0004,2024-03-17,use_voucher,basic,43
U0004,2024-03-17,use_voucher,basic,43
U0004,2024-03-18,view_product,basic,44
U0004,2024-03-19,view_product,basic,45
U0004,2024-03-21,app_open,basic,47
U0004,2024-03-21,app_open,basic,47
U0004,2024-03-21,app_open,basic,47
U0004,2024-03-21,add_to_cart,basic,47
U0004,2024-03-22,search_product,basic,48
U0004,2024-03-22,search_product,basic,48
U0004,2024-03-22,payment_complete,basic,48
U0004,2024-03-22,payment_complete,basic,48
U0004,2024-03-22,write_review,basic,48
U0004,2024-03-23,view_product,basic,49
U0004,2024-03-23,view_recommendation,basic,49
U0004,2024-03-25,use_voucher,basic,51
U0004,2024-03-26,search_product,basic,52
U0004,2024-03-26,search_product,basic,52
U0004,2024-03-26,search_product,basic,52
U0004,2024-03-26,search_product,basic,52
U0004,2024-03-26,search_product,basic,52
U0004,2024-03-26,view_product,basic,52
U0004,2024-03-27,app_open,basic,53
U0004,2024-03-27,app_open,basic,53
U0004,2024-03-27,view_product,basic,53
U0004,2024-03-27,view_product,basic,53
U0004,2024-03-27,view_product,basic,53
U0004,2024-03-29,app_open,basic,55
U0004,2024-03-29,app_open,basic,55
U0004,2024-03-29,search_product,basic,55
U0004,2024-03-29,use_voucher,basic,55
U0004,2024-03-29,use_voucher,basic,55
U0004,2024-03-29,use_voucher,basic,55
U0004,2024-03-29,use_voucher,basic,55
U0004,2024-03-29,view_recommendation,basic,55
U0004,2024-03-29,view_recommendation,basic,55
U0004,2024-03-29,view_recommendation,basic,55
U0004,2024-03-29,view_recommendation,basic,55
U0004,2024-03-31,app_open,basic,57
U0004,2024-03-31,app_open,basic,57
U0004,2024-03-31,app_open,basic,57
U0004,2024-03-31,app_open,basic,57
U0004,2024-03-31,app_open,basic,57
U0004,2024-03-31,search_product,basic,57
U0004,2024-03-31,search_product,basic,57
U0004,2024-03-31,search_product,basic,57
U0005,2024-02-17,search_product,free,2
U0005,2024-02-17,search_product,free,2
U0005,2024-02-17,search_product,free,2
U0005,2024-02-19,add_to_cart,free,4
U0005,2024-02-23,checkout,free,8
U0005,2024-02-23,checkout,free,8
U0005,2024-02-23,checkout,free,8
U0005,2024-02-25,app_open,free,10
U0005,2024-02-25,checkout,free,10
U0005,2024-02-25,invite_friend,free,10
U0005,2024-03-13,add_to_cart,free,27
U0005,2024-03-13,view_recommendation,free,27
U0005,2024-03-13,view_recommendation,free,27
U0005,2024-03-13,view_recommendation,free,27
U0005,2024-03-16,payment_complete,free,30
U0005,2024-03-16,payment_complete,free,30
U0005,2024-03-16,payment_complete,free,30
U0006,2024-02-27,view_product,free,2
U0006,2024-02-27,view_product,free,2
U0006,2024-02-27,view_recommendation,free,2
U0006,2024-02-28,checkout,free,3
U0006,2024-03-02,view_product,free,6
U0006,2024-03-04,app_open,free,8
U0006,2024-03-04,view_product,free,8
U0006,2024-03-08,payment_complete,free,12
U0006,2024-03-08,payment_complete,free,12
U0006,2024-03-29,app_open,free,33
U0006,2024-03-29,app_open,free,33
U0006,2024-03-29,app_open,free,33
U0006,2024-03-29,app_open,free,33
U0006,2024-03-29,app_open,free,33
U0007,2024-02-15,search_product,basic,0
U0007,2024-02-15,search_product,basic,0
U0007,2024-02-15,search_product,basic,0
U0007,2024-02-15,search_product,basic,0
U0007,2024-02-16,app_open,basic,1
U0007,2024-02-16,app_open,basic,1
U0007,2024-02-16,app_open,basic,1
U0007,2024-02-18,view_product,basic,3
U0007,2024-02-18,view_recommendation,basic,3
U0007,2024-02-18,view_recommendation,basic,3
U0007,2024-02-19,checkout,basic,4
U0007,2024-02-19,checkout,basic,4
U0007,2024-02-19,checkout,basic,4
U0007,2024-02-20,search_product,basic,5
U0007,2024-02-20,write_review,basic,5
U0007,2024-02-20,view_recommendation,basic,5
U0007,2024-02-20,view_recommendation,basic,5
U0007,2024-02-20,view_recommendation,basic,5
U0007,2024-02-20,view_recommendation,basic,5
U0007,2024-02-20,view_recommendation,basic,5
U0007,2024-02-21,search_product,basic,6
U0007,2024-02-21,search_product,basic,6
U0007,2024-02-21,view_product,basic,6
U0007,2024-02-21,view_product,basic,6
U0007,2024-02-24,search_product,basic,9
U0007,2024-02-24,search_product,basic,9
U0007,2024-02-24,search_product,basic,9
U0007,2024-02-24,view_product,basic,9
U0007,2024-02-24,checkout,basic,9
U0007,2024-02-25,add_to_cart,basic,10
U0007,2024-03-05,app_open,basic,19
U0008,2024-02-27,add_to_cart,free,2
U0008,2024-02-27,add_to_cart,free,2
U0008,2024-02-27,payment_complete,free,2
U0008,2024-02-27,payment_complete,free,2
U0008,2024-02-27,payment_complete,free,2
U0008,2024-02-27,payment_complete,free,2
U0008,2024-02-27,payment_complete,free,2
U0008,2024-03-02,search_product,free,6
U0008,2024-03-04,app_open,free,8
U0008,2024-03-04,search_product,free,8
U0008,2024-03-04,search_product,free,8
U0008,2024-03-04,search_product,free,8
U0008,2024-03-04,add_to_cart,free,8
U0008,2024-03-04,add_to_cart,free,8
U0008,2024-03-04,payment_complete,free,8
U0008,2024-03-05,view_recommendation,free,9
U0008,2024-03-05,view_recommendation,free,9
U0008,2024-03-10,view_product,free,14
U0008,2024-03-10,view_product,free,14
U0008,2024-03-15,search_product,free,19
U0008,2024-03-15,search_product,free,19
U0008,2024-03-15,write_review,free,19
U0008,2024-03-15,write_review,free,19
U0008,2024-03-16,add_to_cart,free,20
U0009,2024-01-29,app_open,free,2
U0009,2024-01-29,view_product,free,2
U0009,2024-01-30,checkout,free,3
U0009,2024-01-30,checkout,free,3
U0009,2024-01-31,write_review,free,4
U0009,2024-01-31,write_review,free,4
U0009,2024-01-31,write_review,free,4
U0009,2024-01-31,write_review,free,4
U0009,2024-02-02,use_voucher,free,6
U0009,2024-02-04,search_product,free,8
U0009,2024-02-04,search_product,free,8
U0009,2024-02-04,add_to_cart,free,8
U0009,2024-02-04,add_to_cart,free,8
U0009,2024-02-04,add_to_cart,free,8
U0009,2024-02-04,add_to_cart,free,8
U0009,2024-02-04,checkout,free,8
U0009,2024-02-04,checkout,free,8
U0009,2024-02-04,checkout,free,8
U0009,2024-02-04,checkout,free,8
U0009,2024-02-07,app_open,free,11
U0009,2024-02-12,view_recommendation,free,16
U0009,2024-02-14,view_product,free,18
U0009,2024-02-14,checkout,free,18
U0009,2024-02-14,checkout,free,18
U0009,2024-02-15,app_open,free,19
U0009,2024-02-15,app_open,free,19
U0009,2024-02-15,app_open,free,19
U0009,2024-02-18,search_product,free,22
U0009,2024-02-18,write_review,free,22
U0009,2024-02-18,write_review,free,22
U0009,2024-02-18,view_recommendation,free,22
U0009,2024-02-18,view_recommendation,free,22
U0009,2024-02-19,search_product,free,23
U0009,2024-02-19,search_product,free,23
U0009,2024-02-19,search_product,free,23
U0009,2024-02-21,view_product,free,25
U0009,2024-02-21,payment_complete,free,25
U0009,2024-02-21,payment_complete,free,25
U0009,2024-02-26,app_open,free,30
U0009,2024-02-26,search_product,free,30
U0009,2024-02-26,search_product,free,30
U0009,2024-02-26,search_product,free,30
U0009,2024-02-26,search_product,free,30
U0009,2024-02-26,view_product,free,30
U0009,2024-02-26,payment_complete,free,30
U0009,2024-03-03,view_product,free,36
U0009,2024-03-03,view_product,free,36
U0009,2024-03-03,view_product,free,36
U0009,2024-03-03,use_voucher,free,36
U0009,2024-03-05,payment_complete,free,38
U0009,2024-03-05,payment_complete,free,38
U0009,2024-03-05,payment_complete,free,38
U0009,2024-03-07,search_product,free,40
U0009,2024-03-07,search_product,free,40
U0009,2024-03-07,search_product,free,40
U0009,2024-03-07,search_product,free,40
U0009,2024-03-07,search_product,free,40
U0009,2024-03-09,app_open,free,42
U0009,2024-03-09,search_product,free,42
U0009,2024-03-13,checkout,free,46
U0009,2024-03-13,checkout,free,46
U0009,2024-03-16,view_product,free,49
U0009,2024-03-16,view_product,free,49
U0009,2024-03-17,app_open,free,50
U0009,2024-03-17,app_open,free,50
U0009,2024-03-25,write_review,free,58
U0009,2024-03-25,write_review,free,58
U0009,2024-03-25,write_review,free,58
U0009,2024-03-25,write_review,free,58
U0009,2024-03-25,write_review,free,58
U0009,2024-03-29,app_open,free,62
U0009,2024-03-29,app_open,free,62
U0009,2024-03-29,app_open,free,62
U0009,2024-03-29,view_product,free,62
U0009,2024-03-29,view_recommendation,free,62
U0009,2024-03-29,view_recommendation,free,62
U0009,2024-03-29,view_recommendation,free,62
U0009,2024-03-29,view_recommendation,free,62
U0009,2024-03-29,view_recommendation,free,62
U0010,2024-01-23,search_product,free,2
U0010,2024-01-24,add_to_cart,free,3
U0010,2024-01-24,add_to_cart,free,3
U0010,2024-01-25,search_product,free,4
U0010,2024-01-26,checkout,free,5
U0010,2024-01-26,checkout,free,5
U0010,2024-01-26,view_recommendation,free,5
U0010,2024-01-26,view_recommendation,free,5
U0010,2024-01-26,view_recommendation,free,5
U0010,2024-01-28,use_voucher,free,7
U0010,2024-01-28,use_voucher,free,7
U0010,2024-01-29,app_open,free,8
U0010,2024-01-29,app_open,free,8
U0010,2024-01-29,app_open,free,8
U0010,2024-01-29,app_open,free,8
U0010,2024-01-29,search_product,free,8
U0010,2024-01-29,search_product,free,8
U0010,2024-01-29,search_product,free,8
U0010,2024-01-29,search_product,free,8
U0010,2024-01-29,payment_complete,free,8
U0010,2024-01-29,payment_complete,free,8
U0010,2024-01-29,payment_complete,free,8
U0010,2024-01-29,payment_complete,free,8
U0010,2024-01-30,app_open,free,9
U0010,2024-01-30,add_to_cart,free,9
U0010,2024-01-30,add_to_cart,free,9
U0010,2024-01-31,view_product,free,10
U0010,2024-01-31,view_product,free,10
U0010,2024-01-31,view_product,free,10
U0010,2024-01-31,view_product,free,10
U0010,2024-01-31,view_product,free,10
U0010,2024-01-31,payment_complete,free,10
U0010,2024-02-01,payment_complete,free,11
U0010,2024-02-01,payment_complete,free,11
U0010,2024-02-01,payment_complete,free,11
U0010,2024-02-01,payment_complete,free,11
U0010,2024-02-03,write_review,free,13
U0010,2024-02-05,payment_complete,free,15
U0010,2024-02-07,view_product,free,17
U0010,2024-02-07,view_product,free,17
U0010,2024-02-07,view_product,free,17
U0010,2024-02-09,search_product,free,19
U0010,2024-02-09,checkout,free,19
U0010,2024-02-10,search_product,free,20
U0010,2024-02-10,search_product,free,20
U0010,2024-02-10,view_product,free,20
U0010,2024-02-10,view_product,free,20
U0010,2024-02-11,checkout,free,21
U0010,2024-02-11,checkout,free,21
U0010,2024-02-11,checkout,free,21
U0010,2024-02-13,add_to_cart,free,23
U0010,2024-02-13,view_recommendation,free,23
U0010,2024-02-14,checkout,free,24
U0010,2024-02-16,search_product,free,26
U0010,2024-02-16,search_product,free,26
U0010,2024-02-17,search_product,free,27
U0010,2024-02-17,search_product,free,27
U0010,2024-02-19,search_product,free,29
U0010,2024-02-20,view_product,free,30
U0010,2024-02-21,checkout,free,31
U0010,2024-02-21,checkout,free,31
U0010,2024-02-25,checkout,free,35
U0010,2024-02-28,view_recommendation,free,38
U0010,2024-02-28,view_recommendation,free,38
U0010,2024-02-29,add_to_cart,free,39
U0010,2024-02-29,add_to_cart,free,39
U0010,2024-03-06,payment_complete,free,45
U0010,2024-03-08,search_product,free,47
U0010,2024-03-08,search_product,free,47
U0010,2024-03-08,search_product,free,47
U0010,2024-03-08,search_product,free,47
U0010,2024-03-08,view_product,free,47
U0010,2024-03-08,view_product,free,47
U0010,2024-03-08,add_to_cart,free,47
U0010,2024-03-08,add_to_cart,free,47
U0010,2024-03-08,add_to_cart,free,47
U0010,2024-03-08,add_to_cart,free,47
U0010,2024-03-10,app_open,free,49
U0010,2024-03-12,app_open,free,51
U0010,2024-03-15,app_open,free,54
U0010,2024-03-16,view_product,free,55
U0010,2024-03-18,checkout,free,57
U0010,2024-03-18,use_voucher,free,57
U0011,2024-01-29,app_open,free,1
U0011,2024-01-29,app_open,free,1
U0011,2024-01-29,app_open,free,1
